grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per	olaph_llm	byt5	olaph_llm_per	byt5_per
Tanit	tɑːnɪt	tɑnit	tænɪt	tænɪt	compound	tani|t	0.2	0.2	0.2	tɑnɪt	tænɪt	0.0	0.2
Tarrafal	tɑːɹəfɑːl	tɑɹæfæl	tæɹæfəl	tɛɹəfəl	compound	tarr|af|al	0.2857142857142857	0.42857142857142855	0.2857142857142857	tæɹəfəl	tɛɹəfəl	0.2857142857142857	0.2857142857142857
Tarragona	tæɹəɡəʊnə	tæɹəɡənə	tæɹəɡənə	tɛɹəɡəʊnə	compound	tarragon|a	0.125	0.125	0.1111111111111111	tæɹəɡəʊnə	tɑɹəɡəʊnə	0.0	0.1111111111111111
Tasburgh	teɪzbəɹə	tæsbɜɡ	tæsbɜɡ	tæsbɚɡ	compound	tas|burgh	1.0	1.0	1.0	tæsbɜɹɡ	tæsbɝɡ	0.7142857142857143	1.0
Taswegian	tæzwiːdʒiən	tæswidʒiɑn	tæswidʒən	tæswɛɡiən	compound	tas|we|gian	0.2	0.2222222222222222	0.4444444444444444	tæzweɪd͡ʒən	təswidʒən	0.36363636363636365	0.3333333333333333
Taymanitic	taɪmənɪtɪk	teɪmənɪtɪk	teɪmənɪɾɪk	teɪmənɪtɪk	compound	tayman|itic	0.1	0.2	0.1	teɪmənɪtɪk	teɪmənɪtɪk	0.1	0.1
Tcl	tɪkəl	tkl	tisiɛl	tkl	compound	t|c|l	0.6666666666666666	0.6666666666666666	0.6666666666666666	tiɛkɛl	tisiɛl	0.5	0.6666666666666666
Tcler	tɪkəlɚ	tkəlɹ	tiklɜ	tklɚ	compound	t|cle|r	0.4	0.6	0.5	tklɚ	tiklɝ	0.5	0.6
Tehama	təheɪmə	tihɑmə	tɛhɑmə	tɛəmə	compound	te|hama	0.5	0.5	0.8	tihɑmə	tɛhɑmə	0.5	0.5
Teign	tiːn	tiɡn	teɪn	taɪn	compound	teig|n	0.25	0.5	0.5	teɪn	taɪn	0.5	0.5
Temuka	tiːmuːkə	tɛmukə	tɛmjukə	tɛmjukə	compound	tem|uk|a	0.16666666666666666	0.2857142857142857	0.2857142857142857	tɛmukə	tɛmukə	0.16666666666666666	0.16666666666666666
Tenasserim	tənæsəɹɪm	tɛnæsɹɪm	tɛnəsɚɹɪm	tinəsɚɪm	compound	ten|asse|rim	0.25	0.3333333333333333	0.5	tɛnəsɛɹɪm	tɛnæsɝɪm	0.3333333333333333	0.375
Teochew	tioʊtʃuː	teɪəʊtʃju	tɪɑtʃu	tutʃu	compound	teo|chew	0.3333333333333333	0.5	0.6	tɪəʃu	tiəʊtʃu	0.6	0.0
Teonaht	teɪoʊnɑːθ	teɪəʊnɑt	tɪɑnɑt	təʊnɑt	compound	teo|nah|t	0.125	0.6666666666666666	0.5	tinɑt	tiənɑt	1.0	0.6666666666666666
Termez	tɛəɹmɛz	tɝmɛz	tɜmɛz	tɚmɛz	compound	ter|mez	0.6	0.6	0.6	tɜɹmɪz	tɝmɛz	0.5	0.6
Terrenceville	tɛɹənsvɪl	tɛɹənsvɪl	tɛɹənsvɪl	tɛɹənsɛvɪl	compound	terrence|ville	0.0	0.0	0.1	tɛɹənsvɪl	tɛɹənsvɪl	0.0	0.0
Tewahedo	tɛwəhɛdoʊ	teɪwəhidəʊ	tuəhidəʊ	tuəhdəʊ	compound	tewa|hed|o	0.3	0.375	0.42857142857142855	teɪwəheɪdəʊ	tɛwəhidəʊ	0.36363636363636365	0.1111111111111111
Thalassian	θəlæsiən	θælæsiən	θælæʃən	θələsiən	compound	thal|ass|ian	0.125	0.42857142857142855	0.125	θəlæsiən	θəlæʃən	0.0	0.2857142857142857
Thamirabarani	tɑːməɹəbʌɹəni	θæmaɪɹəbæɹɑni	θæmɚɹæbəɹɑni	θæmɚəbɚəni	compound	tham|ira|barani	0.46153846153846156	0.5	0.6	θæmɪɹæbəɹənaɪ	θæmɪɹəbɝɑni	0.5384615384615384	0.5454545454545454
Thaxted	θækstɪd	θækstɛd	θækstᵻd	θækstd	compound	th|axt|ed	0.14285714285714285	0.14285714285714285	0.16666666666666666	θækstɪd	θækstɪd	0.0	0.0
Theropoda	θiɹəpɑːdə	θɛɹəpɒdə	ðɚɹəpəʊdə	θɛɹəpəʊdə	compound	theropod|a	0.25	0.4444444444444444	0.3333333333333333	θəɹɑpədə	θɝəʊpəʊdə	0.375	0.5555555555555556
Thirkill	θɜːɹkɪl	θiɹkɪl	θɜkɪl	θɚkɪl	compound	thi|r|kill	0.16666666666666666	0.2	0.4	θɜɹkɪl	θɝkɪl	0.0	0.4
Throwendham	θɹəʊəndəm	θɹəʊɛndhæm	θɹəʊɪndæm	θɹəʊɛndhæm	compound	throw|end|ham	0.3	0.2222222222222222	0.3	θɹəʊəndəm	θɹəʊɛndhəm	0.0	0.2
Throwendish	θɹəʊəndɪʃ	θɹəʊɛndɪʃ	θɹəʊɪndɪʃ	θɹəʊɛndɪʃ	compound	throw|end|ish	0.1111111111111111	0.1111111111111111	0.1111111111111111	θɹəʊɛndɪʃ	θɹəʊɛndɪʃ	0.1111111111111111	0.1111111111111111
Thunderdome	θʌndɚdəʊm	θʌndədəʊm	θʌndɚdəʊm	θʌndɚdəʊm	compound	thunder|dome	0.1111111111111111	0.0	0.0	θʌndəɹdəʊm	θəndɝdəʊm	0.2	0.2222222222222222
Thwaites	θweɪts	θweɪts	θweɪts	θwaɪts	compound	thwaite|s	0.0	0.0	0.16666666666666666	θweɪ̯ts	θweɪts	0.14285714285714285	0.0
Tiantongyuan	tjɛntʊŋjuɛn	tjɑntɒŋjuən	tjæntəŋjuən	ʃəntəndʒjuən	compound	tian|tong|yuan	0.2727272727272727	0.2727272727272727	0.6666666666666666	tjɒntʊŋjuɑn	taɪəntɑŋjuən	0.18181818181818182	0.4166666666666667
Tiksi	tɪksi	tɪksi	tɪksi	tɪksi	compound	tik|si	0.0	0.0	0.0	tɪksi	tɪksi	0.0	0.0
Timaru	tɪməɹu	tɪməɹə	tɪmɑɹɹu	tɪmɑɹu	compound	timar|u	0.16666666666666666	0.2857142857142857	0.16666666666666666	tɪməɹu	tɪmɑɹu	0.0	0.16666666666666666
Timbuktoo	tɪmbʌktuː	tɪmbuktu	tɪmbəktu	tɪmbəktu	compound	timb|uk|too	0.125	0.125	0.125	tɪmbəktu	tɪmbəktu	0.125	0.125
Timișoara	timiʃwɑɹɑ	timiʃwɑɹɑ	tɪmɪsoɹə	tɪmiəʊɹə	compound	[]	0.0	0.75	0.625	tɪmiʃɔɹɑ	tɪmiʃœɑɹə	0.375	0.3333333333333333
Tinian	tɪniən	tɪniən	tɪniən	tɪniən	compound	tin|ian	0.0	0.0	0.0	tɪniən	tɪniən	0.0	0.0
Tippecanoe	tɪpikənuː	tɪpikənu	tɪpɪkænəʊ	tɪpɪkənəʊ	compound	tipp|e|canoe	0.0	0.4444444444444444	0.3333333333333333	tɪpikənəʊ	tɪpəkənəʊ	0.2222222222222222	0.3333333333333333
Titanian	tɪtɑːniən	tɪtɑniən	tɪtɑniən	tɪtəniən	compound	titania|n	0.0	0.0	0.125	taɪtænɪən	tɪteɪniən	0.3333333333333333	0.2222222222222222
Titianesque	tɪʃənɛsk	tɪʃənɛsk	tɪʃiənɛsk	tɪʃənsk	compound	titian|esque	0.0	0.1111111111111111	0.14285714285714285	tiʃiənɛsk	tɪʃənɛsk	0.2222222222222222	0.0
Tkachuk	kətʃʌk	kætʃuk	tikætʃʌk	tkætʃək	compound	tkach|uk	0.3333333333333333	0.375	0.42857142857142855	t͡ʃʌk	tkɑtʃək	0.6	0.42857142857142855
Tlaloc	tləloʊk	tlælʊk	tilælɑk	tlælək	compound	t|lal|oc	0.3333333333333333	0.5714285714285714	0.3333333333333333	tleɪlɒk	tlælək	0.5714285714285714	0.3333333333333333
Toadlena	toʊdlinə	təʊdlinə	təʊdəlnə	təʊdəlnə	compound	toad|lena	0.0	0.25	0.25	tɔdləna	təʊdlinə	0.5714285714285714	0.0
Todmorden	tɒdmɔːdən	tɒdmɔɹdən	tɑdmoɹdən	tɑdmɚdən	compound	tod|morden	0.1111111111111111	0.3333333333333333	0.25	tɒdmɔɹdən	tɑdmɔɹdən	0.1111111111111111	0.2222222222222222
Tokoroa	təʊkəʊɹəʊə	tukəʊɹəʊə	tɑkoɹəʊə	təʊkɚəʊ	compound	to|ko|roa	0.2222222222222222	0.5	0.5714285714285714	tɒkəɹəʊə	təʊkɝəʊə	0.375	0.375
Tooele	tuːɛlə	tuɛli	tuɛl	tul	compound	too|el|e	0.2	0.25	0.6666666666666666	tuli	tul	0.5	0.6666666666666666
Totnes	tɒtnɛs	tɒtnɛs	tɑtnɪz	tɑtnz	compound	tot|nes	0.0	0.5	0.6	tɒtnɪs	təʊtnz	0.16666666666666666	0.6666666666666666
Trantifa	tɹæntiːfə	tɹæntɪfə	tɹæntɪfə	tɹæntɪfə	compound	trant|if|a	0.125	0.125	0.125	tɹæntɪfə	tɹæntifə	0.125	0.0
Treverbyn	tɹɪvɜːɹbɪn	tɹeɪvɜɹbin	tɹᵻvɜbɪn	tɹɛvɚbɪn	compound	tre|verby|n	0.2	0.25	0.375	tɹɛvəɹbɪn	tɹɛvɝbɪn	0.2222222222222222	0.375
Trewin	tɹuːɪn	tɹuɪn	tɹuɪn	tɹuɪn	compound	trew|in	0.0	0.0	0.0	tɹuɪn	tɹuɪn	0.0	0.0
Triadology	tɹaɪədɒlədʒi	tɹaɪædɒlədʒi	tɹaɪədɑlədʒi	tɹaɪədɑlədʒi	compound	triad|ology	0.08333333333333333	0.08333333333333333	0.08333333333333333	tɹaɪədɒləd͡ʒi	tɹaɪədɑlədʒi	0.07692307692307693	0.08333333333333333
Tricity	tɹaɪsɪti	tɹaɪsɪti	tɹaɪsᵻɾi	tɹɪsɪti	compound	tri|city	0.0	0.25	0.14285714285714285	tɹaɪsɪti	tɹɪsəti	0.0	0.2857142857142857
Trilene	tɹʌɪliːn	tɹaɪlin	tɹaɪlin	tɹaɪln	compound	tri|lene	0.14285714285714285	0.14285714285714285	0.3333333333333333	tɹaɪlin	tɹɪlin	0.14285714285714285	0.16666666666666666
Trinitytide	tɹɪnɪtitaɪd	tɹɪnɪtitaɪd	tɹɪnɪtɪɾaɪd	tɹɪnɪtɪtaɪd	compound	trinity|tide	0.0	0.18181818181818182	0.09090909090909091	tɹɪnɪtitɪd	tɹɪnətitaɪd	0.1	0.09090909090909091
Trivandrumite	tɹɪvændɹəmaɪt	tɹəvændɹəmaɪt	tɹaɪvəndɹumaɪt	tɹaɪvəndɹəmɪt	compound	trivandrum|ite	0.07692307692307693	0.21428571428571427	0.23076923076923078	tɹaɪvændɹəmaɪt	tɹaɪvændɹəmaɪt	0.07142857142857142	0.07142857142857142
Truk	tɹuːk	tɹuk	tɹʌk	tɹʌk	compound	t|ru|k	0.0	0.25	0.25	tɹʊk	tɹək	0.25	0.25
Trumpism	tɹʌmpɪsm	tɹʌmpɪzəm	tɹʌmpɪzəm	tɹʌmpɪzəm	compound	trump|ism	0.2222222222222222	0.2222222222222222	0.2222222222222222	tɹʌmpɪzəm	tɹəmpɪzəm	0.2222222222222222	0.3333333333333333
Trumpland	tɹʌmplænd	tɹʌmplænd	tɹʌmplənd	tɹʌmplænd	compound	trump|land	0.0	0.1111111111111111	0.0	tɹʌmplənd	tɹəmplənd	0.1111111111111111	0.2222222222222222
Trumpology	tɹʌmpɒlədʒi	tɹʌmpɒlədʒi	tɹʌmpɑlədʒi	tɹʌmpɑlədʒi	compound	trump|ology	0.0	0.09090909090909091	0.09090909090909091	tɹʌmpɒləd͡ʒi	tɹəmpɑlədʒi	0.08333333333333333	0.18181818181818182
Trumpublican	tɹʌmpʌblɪkən	tɹʌmpʌblɪkən	tɹʌmpəblɪkən	tɹʌmpəblɪkən	compound	t|rum|publican	0.0	0.08333333333333333	0.08333333333333333	tɹʌmpʌblɪkən	tɹəmpəblɪkən	0.0	0.16666666666666666
Trumpublicans	tɹʌmpʌblɪkənz	tɹʌmpʌblɪkənz	tɹʌmpəblɪkənz	tɹʌmpəblɪkənz	compound	t|rum|publicans	0.0	0.07692307692307693	0.07692307692307693	tɹəmpəblɪkənz	tɹəmpəblɪkənz	0.15384615384615385	0.15384615384615385
Tsetserleg	tsɛtsəɹlɛɡ	tsɛtsiɹlɛɡ	tsɛtsɚlɛɡ	tsɛtsɚləɡ	compound	tsetse|r|leg	0.1	0.2222222222222222	0.3333333333333333	tsɛtsɜlɛɡ	tsɛtsɝlɛɡ	0.2222222222222222	0.2222222222222222
Tuatapere	tuːɑːtapəɹiː	tuɑtəpɝ	tuətæpɚ	tʃuətəpɚ	compound	tu|ata|pere	0.5714285714285714	0.7142857142857143	0.75	tjutəpɪəɹ	tuətæpɝ	0.5555555555555556	0.7142857142857143
Tumxuk	tʌmʃʊk	tʌmzuk	tʌmksʌk	tʌmksək	compound	tum|xu|k	0.3333333333333333	0.42857142857142855	0.42857142857142855	tʌmʃʊk	təmʃʊk	0.0	0.16666666666666666
Turkiye	tʊəɹkɪə	tɜɹkijɛ	tɜkɪaɪ	tɚkaɪi	compound	turki|ye	0.7142857142857143	0.8333333333333334	0.8333333333333334	tɜɹkijeɪ	tɝkij	0.75	1.0
Tutuila	tuːtuiːlə	tutuilə	tuɾuɪlə	tutʃuələ	compound	tutu|ila	0.0	0.2857142857142857	0.25	tutuilə	tutuilə	0.0	0.0
Tuvan	tuːvən	tuvən	tuvæn	tuvən	compound	tuva|n	0.0	0.2	0.0	tʃuvən	tuvən	0.16666666666666666	0.0
Tweedmouth	twiːdməθ	twidməθ	twidməθ	twidməθ	compound	tweed|mouth	0.0	0.0	0.0	twidməθ	twidməθ	0.0	0.0
Tyrsenian	tɜːɹsiːniən	tɪɹsɛniən	tɪəsiniən	tɪɹsɛniən	compound	tyr|sen|ian	0.2222222222222222	0.2222222222222222	0.2222222222222222	taɪɹsɛniən	tɝsiniən	0.3	0.25
Tánaiste	tɔːnɪʃtə	tɣɑnɣəʃtjə	tæneɪst	tneɪst	compound	[]	0.5	0.5714285714285714	0.6666666666666666	tænəɪst	tænəɪst	0.5714285714285714	0.5714285714285714
Ubert	jubɝt	jubɝt	jubɚt	ʌbɚt	compound	uber|t	0.0	0.2	0.75	jubɜɹt	jubɝt	0.3333333333333333	0.0
Uchina	uːtʃinɑː	ətʃaɪnə	ʌtʃaɪnə	ʌkɪnə	compound	u|china	0.5714285714285714	0.5714285714285714	1.0	ut͡ʃɪnə	jukinə	0.42857142857142855	0.6666666666666666
Uelen	weɪlɛn	əɛlɛn	julən	ulən	compound	u|el|en	0.6	0.8	1.0	julən	ulən	0.8	1.0
Umbrielian	ʌmbɹiɛliən	ʌmbɹiəliən	ʌmbɹiliən	ʌmbɹiliən	compound	umbriel|ian	0.1	0.1111111111111111	0.1111111111111111	ʌmbɹɪliən	əmbɹiliən	0.2222222222222222	0.2222222222222222
Uniat	juːniːæt	juniæt	junɪæt	juniət	compound	uni|at	0.0	0.16666666666666666	0.16666666666666666	juniæt	juniæt	0.0	0.0
Uphall	ʌphɔːl	ʌphɔl	ʌphɔl	ʌfəl	compound	up|hall	0.0	0.0	0.75	ʌphɔl	əphɔl	0.0	0.2
Upholland	ʌphɒlənd	ʌphɑlənd	ʌphɑlənd	ʌfələnd	compound	up|holland	0.125	0.125	0.42857142857142855	ʌphɒlənd	əphɑlənd	0.0	0.25
Usanian	juːseɪniən	juseɪniən	juzeɪniən	ʌsæniən	compound	usania|n	0.0	0.1111111111111111	0.5714285714285714	juzənɪən	juseɪniən	0.5	0.0
Uskmouth	ʌskməθ	ʌskməθ	ʌskməθ	ʌskməθ	compound	us|k|mouth	0.0	0.0	0.0	ʌskməθ	æskməθ	0.0	0.16666666666666666
Ussuri	uːsʊəɹi	juɛsɛsjɝi	ʌʃɚɹi	ʌsɚi	compound	uss|uri	0.6666666666666666	0.8	1.0	usʊɹi	uʃʊɹi	0.2	0.4
Uyghuristan	wiɡəɹɪstɑːn	wigʊɹɪstən	aɪɡhjʊɹɹɪstæn	waɪɚɪstən	compound	uyghur|ist|an	0.3	0.5384615384615384	0.5555555555555556	juɡuɹɪstæn	aɪɡɝɪstən	0.4	0.5555555555555556
Valencian	vəlɛnsiən	vəlɛnsiən	vəlɛnʃiən	veɪlənʃən	compound	valencia|n	0.0	0.1111111111111111	0.5555555555555556	vəlɛnsiən	vəlɛnʃən	0.0	0.25
Varsovian	vɑːɹsəʊviən	vɑɹzəʊviən	vɑɹsəʊviən	vɑɹsəʊviən	compound	vars|o|vian	0.1	0.0	0.0	vɑɹsəʊviən	vɑɹsəʊviən	0.0	0.0
Velestinon	vɛlɛstɪnɒn	vilɛstɪnɒn	vɛlɪstɪnən	vɛlɛstɪnən	compound	ve|lest|in|on	0.1	0.2	0.1	vɛlɪstɪnən	vɛlɛstɪnən	0.2	0.1
Verascope	vɪəɹəskəʊp	vɛɹəzkəʊp	vɛɹəskəʊp	vɚəskəʊp	compound	veras|cope	0.3333333333333333	0.2222222222222222	0.375	vəɹəskəʊp	vɛɹəskəʊp	0.1111111111111111	0.2222222222222222
Vestan	vɛstən	vɛstən	vɛstən	vɛstən	compound	vesta|n	0.0	0.0	0.0	vɛstæn	vɛstən	0.16666666666666666	0.0
Vestian	vɛstiən	vɛstiən	vɛstʃən	vɛstiən	compound	vest|ian	0.0	0.14285714285714285	0.0	vɛstɪən	vɛstʃən	0.14285714285714285	0.14285714285714285
Vetreno	vɛtɹɪnə	vɛtɹinəʊ	vɛtɹɛnəʊ	vɛtɹinəʊ	compound	vet|reno	0.25	0.25	0.25	vɛtɹɛnəʊ	vɛtɹinəʊ	0.25	0.25
Veurne	vɜːɹnə	viɜni	vjuən	vɚn	compound	ve|urn|e	0.6	0.8	1.0	vɜɹn	vɝn	0.25	1.0
Vidian	vɪdiən	vɪdiən	vɪdiən	vɪdiən	compound	vid|ian	0.0	0.0	0.0	vɪdiən	vɪdiən	0.0	0.0
Viossa	vɪjoʊsə	vaɪɑsə	vaɪɑsə	vaɪəsə	compound	vi|ossa	0.6666666666666666	0.6666666666666666	0.5	vaɪɒsə	viəʊsə	0.6666666666666666	0.3333333333333333
Volodymyr	vəlɒdɪmiɚ	vɑlɒdɪmjɹ	vɑlədɪmɚ	vəʊlədɪmɚ	compound	vol|od|ym|y|r	0.3333333333333333	0.375	0.3333333333333333	vɑlɒdɪmi	vəʊləʊdimɪɹ	0.25	0.5454545454545454
WANs	wæns	wæns	wænz	wɑnz	compound	wan|s	0.0	0.25	0.5	wɑnz	wɑnz	0.5	0.5
Wabana	wəbænə	wɑbænə	wɑbɑnə	wəbənə	compound	wab|ana	0.16666666666666666	0.3333333333333333	0.16666666666666666	wəbænə	wəbænə	0.0	0.0
Waiau	waɪaʊ	waɪəʊ	weɪə	weɪə	compound	wai|au	0.2	0.25	0.25	waɪə	waɪə	0.0	0.0
Waihi	waɪhiː	waɪhaɪ	weɪhaɪ	weɪi	compound	wai|hi	0.3333333333333333	0.5	0.5	waɪhi	waɪhi	0.0	0.0
Waikiwi	wʌɪkiːwi	waɪkiwi	weɪkɪwi	weɪkiwi	compound	wai|kiwi	0.14285714285714285	0.2857142857142857	0.14285714285714285	waɪkiwi	weɪkiwi	0.14285714285714285	0.14285714285714285
Waimate	wʌɪmati	waɪmeɪt	weɪmeɪt	weɪmeɪt	compound	wai|mate	0.5714285714285714	0.5714285714285714	0.5714285714285714	weɪmeɪt	weɪmət	0.5714285714285714	0.5
Wairoa	wʌɪɹəʊə	waɪɹəʊə	wɛɹəʊə	weɪɹəʊ	compound	wai|roa	0.14285714285714285	0.3333333333333333	0.3333333333333333	waɪɹəʊə	weɪɹəʊə	0.14285714285714285	0.14285714285714285
Wang'an	wɑŋæn	wæŋən	wæŋɡən	wɔŋzən	compound	wang|an	0.4	0.5	0.5	wɑŋɡɑn	wæŋən	0.3333333333333333	0.4
Wangan	wɒŋən	wæŋən	wæŋɡən	wɔŋɡən	compound	wang|an	0.2	0.3333333333333333	0.3333333333333333	wæŋɡən	wæŋɡən	0.3333333333333333	0.3333333333333333
Waterlooville	wɔːtəɹluːvɪl	wɔtəluvɪl	wɔɾɚluvɪl	weɪtɚluvəl	compound	waterloo|ville	0.1111111111111111	0.3333333333333333	0.5	wɔtəlɔvɪl	wɔtɝluvɪl	0.2222222222222222	0.2222222222222222
Wałęsa	vəwɛnsə	vawɛwsa	weɪlsə	wɔsə	compound	[]	0.42857142857142855	0.8333333333333334	1.0	vəwɛləsə	vɔwɛnsə	0.25	0.14285714285714285
WeChat	wiːtʃæt	witʃæt	witʃæt	wɛtʃət	compound	we|chat	0.0	0.0	0.3333333333333333	wɪt͡ʃæt	wɛtʃæt	0.2857142857142857	0.16666666666666666
Wealdstone	wiːldstən	wildztəʊn	wildstəʊn	wildstəʊn	compound	wealds|tone	0.2222222222222222	0.1111111111111111	0.1111111111111111	wildstəʊn	wildstəʊn	0.1111111111111111	0.1111111111111111
Wearhead	wɪəɹhɛd	wɛɹhɛd	wɛɹhɛd	wɛɹhəd	compound	wear|head	0.3333333333333333	0.3333333333333333	0.5	wɛɹhɛd	wɛɹhɛd	0.3333333333333333	0.3333333333333333
Wearmouth	wɪəɹməθ	wɛɹməθ	wɛɹməθ	wɛɹməθ	compound	wear|mouth	0.3333333333333333	0.3333333333333333	0.3333333333333333	wɛɹməθ	wɛɹməθ	0.3333333333333333	0.3333333333333333
Weitchpec	wɛtʃpɛk	weɪtʃpɛk	waɪtʃpɛk	waɪtʃpɛk	compound	wei|tch|pec	0.25	0.25	0.25	waɪt͡ʃpɛk	waɪtʃpɛk	0.3333333333333333	0.25
Welshpool	wɛlʃpuːl	wɛlʃpul	wɛlʃpul	wɛlʃpul	compound	welsh|pool	0.0	0.0	0.0	wɛlʃpul	wɛlʃpul	0.0	0.0
Welwood	wɛlwʊd	wɛlwʊd	wɛlwʊd	wɛlwʊd	compound	w|elwood	0.0	0.0	0.0	wɛlwʊd	wɛlwʊd	0.0	0.0
Westphalians	wɛstfeɪljənz	wɛstfeɪljəns	wɛstfeɪliənz	wɛstfəliənz	compound	westphalian|s	0.08333333333333333	0.08333333333333333	0.2727272727272727	wɛstfəliənz	wɛstfeɪljənz	0.2727272727272727	0.0
Westrip	wɛstɹɪp	wɛstɹɪp	wɛstɹɪp	wɛstɹɪp	compound	west|rip	0.0	0.0	0.0	wɛstɹɪp	wɛstɹɪp	0.0	0.0
Westville	wɛstvɪl	wɛstvɪl	wɛstvɪl	wɛstvɪl	compound	west|ville	0.0	0.0	0.0	wɛstvɪl	wɛstvɪl	0.0	0.0
Weybridge	weɪbɹɪdʒ	weɪbɹɪdʒ	weɪbɹɪdʒ	waɪbɹɪdʒ	compound	wey|bridge	0.0	0.0	0.125	weɪbɹɪd͡ʒ	weɪbɹɪdʒ	0.1111111111111111	0.0
Whalsay	wɔːlzi	wɑlseɪ	wælseɪ	wælseɪ	compound	wha|l|say	0.6666666666666666	0.6666666666666666	0.6666666666666666	wɔlseɪ	wɔlseɪ	0.5	0.5
Whatling	wɒtlɪŋ	wɒtlɪŋ	wʌɾəlɪŋ	wætlɪŋ	compound	what|ling	0.0	0.42857142857142855	0.16666666666666666	wɒθlɪŋ	hwɑtlɪŋ	0.16666666666666666	0.2857142857142857
Whewell	hjuːəl	fjuɛl	wjuɛl	wuəl	compound	whew|ell	0.4	0.4	0.5	weɪwɛl	hwɛwɛl	0.8333333333333334	0.6666666666666666
Whewellian	hjuːwɛliən	fjuɛliən	wjuɛliən	wuɛliən	compound	whew|ell|ian	0.25	0.25	0.42857142857142855	fjuɛliən	wɛwɛljən	0.25	0.5
Whitbourne	wɪtbɚn	wɪtbɔn	wɪtboɹn	wɪtbɔɹn	compound	whit|bourne	0.16666666666666666	0.2857142857142857	0.2857142857142857	wɪtbɔɹn	wɪtbɝn	0.2857142857142857	0.16666666666666666
Whitechurch	waɪttʃɜːɹtʃ	waɪttʃɜtʃ	waɪtɛkɜtʃ	waɪttʃɚtʃ	compound	white|church	0.1111111111111111	0.3333333333333333	0.2222222222222222	waɪt͡ʃɜɹt͡ʃ	hwaɪtʃɝtʃ	0.18181818181818182	0.4444444444444444
Whiteway	waɪtweɪ	waɪtweɪ	waɪtweɪ	waɪtweɪ	compound	white|way	0.0	0.0	0.0	waɪtweɪ	hwaɪtweɪ	0.0	0.125
Whitwick	wɪtwɪk	wɪtwɪk	wɪtwɪk	wɪtwɪk	compound	whit|wick	0.0	0.0	0.0	wɪtwɪk	hwɪtwɪk	0.0	0.14285714285714285
Wickfield	wɪkfiːld	wɪkfild	wɪkfild	wɪkfild	compound	wick|field	0.0	0.0	0.0	wɪkfild	wɪkfild	0.0	0.0
Winklevoss	wɪŋkəlvɒs	wɪŋkəlvɔs	wɪŋklɪvɑs	wɪŋkəlvəs	compound	winkle|voss	0.1111111111111111	0.3333333333333333	0.1111111111111111	wɪŋkəlvɔs	wɪŋkəlvɔs	0.1111111111111111	0.1111111111111111
Winterland	wɪntɚlænd	wɪntəlænd	wɪntɚlənd	wɪntɚlənd	compound	winter|land	0.1111111111111111	0.1111111111111111	0.1111111111111111	wɪntɚlənd	wɪntɝlənd	0.1111111111111111	0.2222222222222222
Winwick	wɪnɪk	wɪnwɪk	wɪnwɪk	wɪnwɪk	compound	win|wick	0.16666666666666666	0.16666666666666666	0.16666666666666666	wɪnwɪk	wɪnwɪk	0.16666666666666666	0.16666666666666666
Wishkah	wɪʃkɑː	wɪʃkɑ	wɪʃkə	wɪʃkə	compound	wish|kah	0.0	0.2	0.2	wɪʃkɑ	wɪʃkə	0.0	0.2
Withybrook	wɪðibɹʊk	wɪðibɹʊk	wɪθaɪbɹʊk	wɪθɪbɹʊk	compound	withy|brook	0.0	0.3333333333333333	0.25	wɪðibɹʊk	wɪθibɹʊk	0.0	0.125
Wodonga	wədɒŋɡə	wəʊdɒŋɡə	wɑdɑŋɡə	wəʊdɑŋɡə	compound	wo|donga	0.125	0.2857142857142857	0.25	wɒdɒŋɡə	vəʊdɑŋɡə	0.14285714285714285	0.375
Wolfville	wʊlfvɪl	wʊlfvɪl	wʊlfvɪl	wɔlfvɪl	compound	wolf|ville	0.0	0.0	0.14285714285714285	wʊlfvɪl	wʊlfvɪl	0.0	0.0
Woolfian	wʊlfiən	wʊlfiən	wʊlfiən	wʊlfiən	compound	woolf|ian	0.0	0.0	0.0	wʊlfɪən	wʊlfiən	0.14285714285714285	0.0
Woolfish	wʊlfiʃ	wʊlfɪʃ	wʊlfɪʃ	wʊlfɪʃ	compound	woolf|ish	0.16666666666666666	0.16666666666666666	0.16666666666666666	wʊlfɪʃ	wʊlfɪʃ	0.16666666666666666	0.16666666666666666
Workington	wɜːɹkɪŋtən	wɜkɪŋtən	wɜkɪŋtən	wɚkɪŋtən	compound	working|ton	0.125	0.125	0.25	wɜkɪŋtən	wɝkɪŋtən	0.125	0.25
Wuhu	wuːhuː	wuhu	wuhu	wuu	compound	wu|hu	0.0	0.0	0.3333333333333333	wuhə	wuhu	0.25	0.0
Wujiaqu	wuːdʒiɑːtʃuː	wudʒiəku	wudʒɪɑk	wuʒək	compound	wu|jia|qu	0.375	0.5714285714285714	1.2	wud͡ʒiɑkwi	wudʒiæk	0.4	0.5714285714285714
Wytheville	wɪθvɪl	waɪðvɪl	waɪðvɪl	waɪðɛvəl	compound	wythe|ville	0.2857142857142857	0.2857142857142857	0.5	waɪðəvɪl	waɪðvɪl	0.375	0.2857142857142857
Xanten	sɑːntən	ʃɑntɛn	zænn	ɡzæntən	compound	xan|ten	0.3333333333333333	1.0	0.42857142857142855	zæntən	zæntən	0.3333333333333333	0.3333333333333333
