grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per	olaph_llm	byt5	olaph_llm_per	byt5_per
Berolinismus	beʁolinɪsmʊs	beʁolinɪsmʊs	bərolinɪsmʊs	bəʁolinɪsmʊs	dict	[]	0.0	0.16666666666666666	0.08333333333333333	bəʁolinɪsmʊs	bərolinɪsmʌs	0.08333333333333333	0.25
Bertram	bɛrtram	bɛʁtʁam	bɛɾtɾɑm	bɛʁtʁam	dict	[]	0.2857142857142857	0.42857142857142855	0.2857142857142857	bɛʁtʁam	bɛɾtɹɑm	0.2857142857142857	0.42857142857142855
Beruf	bəʁuːf	bəʁuf	bəruf	bəʁuf	dict	[]	0.0	0.2	0.0	bəʁuf	bɛɹʌf	0.0	0.6
Berufserfahrung	bəʁuːfsʔɛɐfaːʁʊŋ	bəʁufsɛɐfaʁʊŋ	bərʊfzɜfɑrʊŋ	bəʁʊfzɛʁfaʁʊŋ	dict	[]	0.0	0.5833333333333334	0.23076923076923078	bəʁufsɛɐ̯faʁʊŋ	bərʌfsɜfɑhrʌŋ	0.07142857142857142	0.6153846153846154
Berufsjäger	bəruːfsjɛːɡər	bəʁufsjɛɡɐ	bərʊfsjɛɡɜ	bəʁʊfsjɛgɐ	dict	[]	0.3	0.3	0.5	bəʁufsjɛɡɐ	bərʌfsjɛɡɚ	0.3	0.3
Berufsstand	bəʁuːfsʃtant	bəʁufsʃtant	bərʊfsʃtant	bəʁʊfzstant	dict	[]	0.0	0.18181818181818182	0.2727272727272727	bəʁufsʃtant	bərʌfsstand	0.0	0.36363636363636365
Berufsunfähigkeit	bəʁuːfsʊnfɛːɪckaɪt	bəʁufsʊnfɛɪkaɪt	bərʊfzʊnfɛɪckaɪt	bəʁʊfzʊnfɛɪkkəit	dict	[]	0.06666666666666667	0.1875	0.3125	bəʁufsʊnfɛɪkkaɪ̯t	bərʌfsʌnfɛɪkkaɪt	0.11764705882352941	0.25
Berufsverbot	bəruːfsfɛɐboːt	bəʁufsfɛɐbot	bərʊfsfɜbot	bəʁʊfsvɛʁbot	dict	[]	0.08333333333333333	0.2727272727272727	0.3333333333333333	bəʁufsfɛɐ̯bot	bərʌfsvɜbɑt	0.15384615384615385	0.45454545454545453
Berufung	bəʁuːfʊŋ	bəʁufʊŋ	bərufʊŋ	bəʁufʊŋ	dict	[]	0.0	0.14285714285714285	0.0	bəʁufʊŋ	bɛɾufʌŋ	0.0	0.42857142857142855
Berühmtsein	bəʁyːmtzaɪn	bəʁymtzaɪn	bərymtzaɪn	bəʁymtzəɪn	dict	[]	0.0	0.1	0.1	bəʁymtzaɪ̯n	bəryhmtseɪn	0.09090909090909091	0.36363636363636365
Berührung	bəʁyːʁʊŋ	bəʁyʁʊŋ	bəryrʊŋ	bəʁyʁʊŋ	dict	[]	0.0	0.2857142857142857	0.0	bəʁyʁʊŋ	bəryhrʌŋ	0.0	0.5
Berührungsangst	bəʁyːʁʊŋsʔaŋst	bəʁyʁʊŋsaŋst	bəryrʊŋsaŋst	bəʁyʁʊŋzaŋst	dict	[]	0.0	0.16666666666666666	0.08333333333333333	bəʁyʁʊŋsaŋst	bəryhrʌŋsaŋst	0.0	0.3076923076923077
Berührungsbildschirm	bəʁyːʁʊŋsbɪltʃɪʁm	bəʁyʁʊŋsbɪltʃɪʁm	bəryrʊŋsbɪltʃɪɾm	bəʁyʁʊŋsbɪltʃɪʁm	dict	[]	0.0	0.1875	0.0	bəʁyʁʊŋsbɪltʃɪʁm	bəryhrʌŋsbɪltʃɜm	0.0	0.375
Besatz	bəzats	bəzats	bəzats	bəzats	dict	[]	0.0	0.0	0.0	bəzat͡s	bɪzats	0.14285714285714285	0.16666666666666666
Besatzer	bəzatsɐ	bəzatsɐ	bəzatsɜ	bəzatsɐ	dict	[]	0.0	0.14285714285714285	0.0	bəzat͡sɐ	bɪzatsɜ	0.125	0.2857142857142857
Besatzungsmacht	bəzatsʊŋsmaxt	bəzatsʊŋsmaxt	bəzatsʊŋsmaxt	bəzatsʊŋsmaxt	dict	[]	0.0	0.0	0.0	bəzat͡sʊŋsmaxt	bəzatsʌŋsmaxt	0.07142857142857142	0.07692307692307693
Besatzungsmächte	bəzatsʊŋsmɛctə	bəzatsʊŋsmɛctə	bəzatsʊŋsmɛctə	bəzatsʊŋsmɛctə	dict	[]	0.0	0.0	0.0	bəzat͡sʊŋsmɛçtə	bəzætsʌŋsmɛçtə	0.13333333333333333	0.21428571428571427
Besatzungszone	bəzatsʊŋstsoːnə	bəzatsʊŋstsonə	bəzatsʊŋstsonə	bəzatsʊŋstsonə	dict	[]	0.0	0.0	0.0	bəzat͡sʊŋst͡sonə	bəzatsʌŋsonə	0.125	0.25
Beschaffenheit	bəʃafnhaɪt	bəʃafnhaɪt	bəʃafənhaɪt	bəʃafnhaɪt	dict	[]	0.0	0.09090909090909091	0.0	bəʃafn̩haɪ̯t	bɛʃafənhaɪt	0.16666666666666666	0.18181818181818182
Beschaffungskriminalität	bəʃafʊŋskʁiminalitɛːt	bəʃafʊŋskʁiminalitɛt	bəʃafʊŋskɾiminɑlitɛt	bəʃaffʊŋskʁiminalitɛt	dict	[]	0.0	0.1	0.047619047619047616	bəʃafʊŋskʁiminalitɛt	bɛʃafʌŋskɹiminɐlitɛt	0.0	0.2
Bescheid	bəʃaɪt	bəʃaɪt	bəʃaɪt	bəʃaɪt	dict	[]	0.0	0.0	0.0	bəʃaɪ̯t	bɛʃaɪd	0.14285714285714285	0.3333333333333333
Bescheidenheit	bəʃaɪdənhaɪt	bəʃaɪdnhaɪt	bəʃaɪdənhaɪt	bəʃaɪdənhaɪt	dict	[]	0.09090909090909091	0.0	0.0	bəʃaɪ̯dn̩haɪ̯t	bəʃaɪdənhaɪt	0.2857142857142857	0.0
Bescheinigung	bəʃaɪnɪɡʊŋ	bəʃaɪnɪɡʊŋ	bəʃaɪnɪɡʊŋ	bəʃəɪnɪgʊŋ	dict	[]	0.0	0.0	0.2	bəʃaɪ̯nɪɡʊŋ	bəʃaɪnɪɡʌŋ	0.09090909090909091	0.1
Bescheissen	bəʃaɪsən	bəʃaɪsən	bəʃaɪsən	bəʃaeszən	dict	[]	0.0	0.0	0.2222222222222222	bəʃaɪ̯sn̩	bəʃaɪsən	0.3333333333333333	0.0
Bescheißen	bəʃaɪsən	bəʃaɪsn	bəʃaɪsən	bəʃaeszən	dict	[]	0.14285714285714285	0.0	0.2222222222222222	bəʃaɪ̯sn̩	bɛʃaɪsən	0.3333333333333333	0.125
Beschichtung	bəʃɪctʊŋ	bəʃɪctʊŋ	bəʃɪctʊŋ	bəʃɪctʊŋ	dict	[]	0.0	0.0	0.0	bəʃɪçtʊŋ	bəʃɪtʃtʌŋ	0.125	0.3333333333333333
Beschiessen	bəʃiːsən	bəʃisən	bəʃisən	bəʃiszən	dict	[]	0.0	0.0	0.125	bəʃisn̩	bəʃisən	0.2857142857142857	0.0
Beschießen	bəʃiːsən	bəʃisn	bəʃisən	bəʃiszən	dict	[]	0.16666666666666666	0.0	0.125	bəʃisn̩	bɛʃisən	0.2857142857142857	0.14285714285714285
Beschilderung	bəʃɪldəʁʊŋ	bəʃɪldəʁʊŋ	bəʃɪldərʊŋ	bəʃɪldɐʊŋ	dict	[]	0.0	0.1	0.2222222222222222	bəʃɪldəʁʊŋ	bɛʃɪldərʌŋ	0.0	0.3
Beschimpfung	bəʃɪmpfʊŋ	bəʃɪmpfʊŋ	bəʃɪmpfʊŋ	bəʃɪmpfʊŋ	dict	[]	0.0	0.0	0.0	bəʃɪmp͡fʊŋ	bəʃɪmpfʌŋ	0.1	0.1111111111111111
Beschiss	bəʃɪs	bəʃɪs	bəʃɪs	bəʃɪs	dict	[]	0.0	0.0	0.0	bəʃɪs	bəʃɪs	0.0	0.0
Beschiß	bəʃɪs	bəʃɪs	bəʃis	bəʃɪs	dict	[]	0.0	0.2	0.0	bəʃɪs	bɛʃɪs	0.0	0.2
Beschlag	bəʃlaːk	bəʃlak	bəʃlɑk	bəʃlak	dict	[]	0.0	0.16666666666666666	0.0	bəʃlak	bɛʃlɑɡ	0.0	0.5
Beschleunigen	bəʃlɔynɪɡn	bəʃlɔɪnɪɡn	bəʃlɔønɪɡən	bəʃlɔynɪgn	dict	[]	0.1	0.18181818181818182	0.1	bəʃlɔɪ̯nɪɡn̩	bəʃlunɪdʒən	0.25	0.45454545454545453
Beschleuniger	bəʃlɔɪnɪɡɐ	bəʃlɔɪnɪɡɐ	bəʃlɔønɪɡɜ	bəʃlɔɔʏnɪgɐ	dict	[]	0.0	0.2	0.2727272727272727	bəʃlɔɪ̯nɪɡɐ	bɛʃlunɪɡɚ	0.09090909090909091	0.4444444444444444
Beschleunigung	bəʃlɔɪnɪɡʊŋ	bəʃlɔɪnɪɡʊŋ	bəʃlɔønɪɡʊŋ	bəʃlɔɔʏnɪgʊŋ	dict	[]	0.0	0.09090909090909091	0.25	bəʃlɔɪ̯nɪɡʊŋ	bəʃlunɪɡʌŋ	0.08333333333333333	0.3
Beschliesser	bəʃliːsɐ	bəʃliɛsɐ	bəʃlisɜ	bəʃliszɐ	compound	besch|li|esser	0.125	0.14285714285714285	0.125	bəʃlisɐ	bɛʃlisɜ	0.0	0.2857142857142857
Beschließen	bəʃliːsən	bəʃlisn	bəʃlisən	bəʃliszən	dict	[]	0.14285714285714285	0.0	0.1111111111111111	bəʃlisn̩	bɛʃlisən	0.25	0.125
Beschluss	bəʃlʊs	bəʃlʊs	bəʃlʊs	bəʃlʊs	dict	[]	0.0	0.0	0.0	bəʃlʊs	bəʃlʌs	0.0	0.16666666666666666
Beschmieren	bəʃmiːʁən	bəʃmiʁən	bəʃmirən	bəʃmiʁen	dict	[]	0.0	0.125	0.125	bəʃmiʁən	bɛʃmiəɹən	0.0	0.3333333333333333
Beschmierer	bəʃmiːʁɐ	bəʃmiʁəʁ	bəʃmirɜ	bəʃmiɐɐ	compound	beschmiere|r	0.25	0.2857142857142857	0.14285714285714285	bəʃmiʁɐ	bɛʃmiəɹɜ	0.0	0.5
Beschmiererin	bəʃmiːʁɐʁɪn	bəʃmiʁɐʁɪn	bəʃmirərɪn	bəʃmiʁeʁɪn	dict	[]	0.0	0.3	0.1	bəʃmiʁəʁɪn	bɛʃmiəɹɪn	0.1	0.4444444444444444
Beschmutzer	bəʃmʊtsɐ	bəʃmʊtsɐ	bəʃmʊtsɜ	bəʃmʊtsɐ	dict	[]	0.0	0.125	0.0	bəʃmʊt͡sɐ	bɛʃmʌtsɜ	0.1111111111111111	0.375
Beschmutzerin	bəʃmʊtsɐʁɪn	bəʃmʊtsɐʁɪn	bəʃmʊtsərɪn	bəʃmʊtsɐɪn	dict	[]	0.0	0.18181818181818182	0.1	bəʃmʊt͡səʁɪn	bɛʃmʌtsɪɹɪn	0.16666666666666666	0.36363636363636365
Beschmutzers	bəʃmʊtsɐs	bəʃmʊtsɐs	bəʃmʊtsɜs	bəʃmʊtsɛʁs	compound	beschmutzer|s	0.0	0.1111111111111111	0.2	bəʃmʊt͡sɐs	bɛʃmʌtsɜz	0.1	0.4444444444444444
Beschneidung	bəʃnaɪdʊŋ	bəʃnaɪdʊŋ	bəʃnaɪdʊŋ	bəʃnaedʊŋ	dict	[]	0.0	0.0	0.1111111111111111	bəʃnaɪ̯dʊŋ	bɛʃneɪdʌŋ	0.1	0.3333333333333333
Beschreibung	bəʃʁaɪbʊŋ	bəʃʁaɪbʊŋ	bəʃraɪbʊŋ	bəʃʁaɪbʊŋ	dict	[]	0.0	0.1111111111111111	0.0	bəʃʁaɪ̯bʊŋ	bəʃreɪbʌŋ	0.1	0.3333333333333333
Beschreibungswort	bəʃʁaɪbʊŋsvɔʁt	bəʃʁaɪbʊŋsvɔʁt	bəʃraɪbʊŋsvɔɾt	bəʃʁaebʊŋsvɔʁt	dict	[]	0.0	0.14285714285714285	0.07142857142857142	bəʃʁaɪ̯bʊŋsvɔʁt	bəʃreɪbʌŋswɜt	0.06666666666666667	0.46153846153846156
Beschriftung	bəʃʁɪftʊŋ	bəʃʁɪftʊŋ	bəʃrɪftʊŋ	bəʃʁɪftʊŋ	dict	[]	0.0	0.1111111111111111	0.0	bəʃʁɪftʊŋ	bɛʃrɪftʌŋ	0.0	0.3333333333333333
Beschränkung	bəʃʁɛŋkʊŋ	bəʃʁɛŋkʊŋ	bəʃrɛnkʊŋ	bəʃʁɛŋkʊŋ	dict	[]	0.0	0.2222222222222222	0.0	bəʃʁɛŋkʊŋ	bəʃrɛŋkʌŋ	0.0	0.2222222222222222
Beschuldigung	bəʃʊldɪɡʊŋ	bəʃʊldɪɡʊŋ	bəʃʊldɪɡʊŋ	bəʃʊldɪgʊŋ	dict	[]	0.0	0.0	0.1	bəʃʊldɪɡʊŋ	bəʃʊldɪɡʌŋ	0.0	0.1
Beschuss	bəʃʊs	bəʃʊs	bəʃʊs	bəʃʊs	dict	[]	0.0	0.0	0.0	bəʃʊs	bəʃʌs	0.0	0.2
Beschwerdebrief	bəʃveːɐdəbʁiːf	bəʃveɐdəbʁif	bəʃveɾdɛbɾif	bəʃvɛʁdɛbʁif	dict	[]	0.0	0.25	0.25	bəʃveɐ̯dəbʁif	bəʃwɜdɛbɹif	0.07692307692307693	0.45454545454545453
Beschwören	bəʃvøːʁən	bəʃvøʁən	bəʃvørən	bəʃvøʁən	dict	[]	0.0	0.125	0.0	bəʃvøʁən	bɛʃwørən	0.0	0.375
Beschäftigen	bəʃɛftɪɡən	bəʃɛftɪɡn	bəʃɛftɪɡən	bəʃɛftɪgən	dict	[]	0.1111111111111111	0.0	0.1	bəʃɛftɪɡn̩	bəʃɛftɪdʒən	0.2	0.18181818181818182
Beschäftigung	bəʃɛftɪɡʊŋ	bəʃɛftɪɡʊŋ	bəʃɛftɪɡʊŋ	bəʃɛftɪgʊŋ	dict	[]	0.0	0.0	0.1	bəʃɛftɪɡʊŋ	bəʃɛftɪɡʌŋ	0.0	0.1
Beschönigen	bəʃøːnɪɡən	bəʃønɪɡn	bəʃønɪɡən	bəʃønɪgən	dict	[]	0.125	0.0	0.1111111111111111	bəʃønɪɡn̩	bəʃønɪdʒən	0.2222222222222222	0.2
Beschöniger	bəʃøːnɪɡɛɐ	bəʃønɪɡəʁ	bəʃønɪɡɜ	bəʃɔʏnɪgɐ	compound	beschönige|r	0.2222222222222222	0.25	0.4444444444444444	bəʃønɪɡɐ	bəʃønɪɡɚ	0.125	0.25
Beschönigung	bəʃøːnɪɡʊŋ	bəʃønɪɡʊŋ	bəʃønɪɡʊŋ	bəʃønɪgʊŋ	dict	[]	0.0	0.0	0.1111111111111111	bəʃønɪɡʊŋ	bəʃønɪɡʌŋ	0.0	0.1111111111111111
Beseitigung	bəzaɪtɪɡʊŋ	bəzaɪtɪɡʊŋ	bəzaɪtɪɡʊŋ	bəzəitɪgʊŋ	dict	[]	0.0	0.0	0.3	bəzaɪ̯tɪɡʊŋ	bəzeɪtɪɡʌŋ	0.09090909090909091	0.2
Besen	beːzn	bezn	bezən	bezn	dict	[]	0.0	0.2	0.0	bezn̩	bᵻsɛn	0.2	0.6
Besenbinder	beːznbɪndɐ	beznbɪndɐ	bezənbɪndɜ	bəzɛnbɪndɐ	dict	[]	0.0	0.2	0.2	bezn̩bɪndɐ	bɪzɛnbɪndɚ	0.1	0.3
Besessenheit	bəzɛsnhaɪt	bəzɛsnhaɪt	bəzɛsənhaɪt	bəzɛsnhaɪt	dict	[]	0.0	0.09090909090909091	0.0	bəzɛsn̩haɪ̯t	bəsɛsənhaɪt	0.16666666666666666	0.18181818181818182
Besetztzeichen	bəzɛtsttsaɪcn	bəzɛtsttsaɪcn	bəzɛtstsaɪcən	bəzɛtstsaecən	dict	[]	0.0	0.15384615384615385	0.23076923076923078	bəzɛt͡stt͡saɪ̯çn̩	bəzɛtstzaɪçən	0.29411764705882354	0.3076923076923077
Besetzung	bəzɛtsʊŋ	bəzɛtsʊŋ	bəzɛtsʊŋ	bəzɛtsʊŋ	dict	[]	0.0	0.0	0.0	bəzɛt͡sʊŋ	bəzɛtsʌŋ	0.1111111111111111	0.125
Besiegen	bəziːɡən	bəziɡn	bəziɡən	bəzigən	dict	[]	0.16666666666666666	0.0	0.14285714285714285	bəziɡn̩	bɪzidʒən	0.2857142857142857	0.375
Besinnung	bəzɪnʊŋ	bezɪnʊŋ	bəzɪnʊŋ	bəzɪnʊŋ	dict	[]	0.14285714285714285	0.0	0.0	bəzɪnʊŋ	bɪzɪnʌŋ	0.0	0.2857142857142857
Besitz	bəzɪts	bezɪts	bəzɪts	bəzɪts	dict	[]	0.16666666666666666	0.0	0.0	bezɪt͡s	bəzɪts	0.2857142857142857	0.0
Besitzer	bəzɪtsɐ	bəzɪtsɐ	bəzɪtsɜ	bəzɪtsɐ	dict	[]	0.0	0.14285714285714285	0.0	bəzɪt͡sɐ	bəzɪtsɜ	0.125	0.14285714285714285
Besitzerin	bəzɪtsɐʁɪn	bəzɪtsəʁɪn	bəzɪtsərɪn	bəzɪtsɐʁɪn	dict	[]	0.1	0.2	0.0	bəzɪt͡səʁɪn	bəzɪtsɪɹɪn	0.18181818181818182	0.2
Besitzstand	bəzɪtsʃtants	bəzɪtstant	bəzɪtsstant	bəzɪtsstant	dict	[]	0.2	0.18181818181818182	0.18181818181818182	bəzɪt͡sʃtant	bəzɪtsstand	0.16666666666666666	0.2727272727272727
Besitzstandswahrung	bəzɪtsʃtantsvaːʁʊŋ	bəzɪtsʃtantsvaʁʊŋ	bəzɪtsstantsvɑrʊŋ	bəzɪtsstantsvaʁʊŋ	dict	[]	0.0	0.17647058823529413	0.058823529411764705	bəzɪt͡sʃtant͡svaʁʊŋ	bəzɪtsstandswɑhrʌŋ	0.10526315789473684	0.3888888888888889
Besoldung	bəzɔldʊŋ	bəzɔldʊŋ	bəzɔldʊŋ	bəzɔldʊŋ	dict	[]	0.0	0.0	0.0	bəzɔldʊŋ	bɪzɒldʌŋ	0.0	0.375
Besonderheit	bəzɔndɐhaɪt	bəzɔndɐhaɪt	bəzɔndɜhaɪt	bəzɔndɛʁəit	dict	[]	0.0	0.09090909090909091	0.36363636363636365	bəzɔndɐhaɪ̯t	bɪzɒndɚhaɪt	0.08333333333333333	0.2727272727272727
Besorgnis	bəzɔʁknɪs	bəzɔʁknɪs	bəzɔɾɡnɪs	bəzɔʁknɪs	dict	[]	0.0	0.2222222222222222	0.0	bəzɔʁknɪs	bɪzɔɡnɪs	0.0	0.375
Besorgung	bəzɔʁɡʊŋ	bəzɔʁɡʊŋ	bəzɔɾɡʊŋ	bəzɔʁgʊŋ	dict	[]	0.0	0.125	0.125	bəzɔʁɡʊŋ	bɪzɔɡʌŋ	0.0	0.42857142857142855
Bespaßung	bəʃpaːsʊŋ	bəʃpasʊŋ	bəʃpɑsʊŋ	bəʃpaszʊŋ	dict	[]	0.0	0.125	0.1111111111111111	bəʃpasʊŋ	bəspɑsʌŋ	0.0	0.375
Besprechung	bəʃpʁɛcʊŋ	bəʃpʁɛcʊŋ	bəʃpɾɛcʊŋ	bəʃpʁɛcʊŋ	dict	[]	0.0	0.1111111111111111	0.0	bəʃpʁɛçʊŋ	bəspɹɛʃʌŋ	0.1111111111111111	0.4444444444444444
Besserung	bɛsəʁʊŋ	bɛsəʁʊŋ	bɛsərʊŋ	bɛsəʁʊŋ	dict	[]	0.0	0.14285714285714285	0.0	bɛsəʁʊŋ	bɛsɪɹʌŋ	0.0	0.42857142857142855
Besserverdiener	bɛsɐfɛɐdiːnɐ	bɛsɐfɛɐdinɐ	bɛsɛɾfɛɾdɪənɜ	bəszɛʁvɛʁdinɐ	dict	[]	0.0	0.46153846153846156	0.46153846153846156	bɛsɐfɛɐ̯dinɐ	bəsɜvɜdinɜ	0.08333333333333333	0.6
Besserwessi	bɛsɐvɛsiː	bɛsɐvɛsi	bɛsɜvɛsi	bəszɛʁvɛszi	dict	[]	0.0	0.125	0.45454545454545453	bɛsɐvɛsi	bɛsɚwɛsi	0.0	0.25
Besserwisser	bɛsɐvɪsɐ	bɛsɐvɪsɐ	bɛsɜvɪsɜ	bəszɛʁvɪszɐ	dict	[]	0.0	0.25	0.45454545454545453	bɛsɐvɪsɐ	bɛsɜwɪsɜ	0.0	0.375
Bestand	bəʃtant	bəʃtant	bəʃtant	bəʃtant	dict	[]	0.0	0.0	0.0	bəʃtant	bəʃtand	0.0	0.14285714285714285
Bestandserhaltung	bəʃtantsɛɐhaltʊŋ	bəʃtantsɛɐhaltʊŋ	bəʃtandzɜhaltʊŋ	bəʃtantzɛʁaltʊŋ	compound	bestands|erhaltung	0.0	0.26666666666666666	0.2	bəʃtant͡sɛɐ̯haltʊŋ	bəstændsɜhɑltʌŋ	0.1111111111111111	0.4666666666666667
Bestatter	bəʃtatɐ	bəʃtatɐ	bəʃtatɜ	bəʃtatɐ	dict	[]	0.0	0.14285714285714285	0.0	bəʃtatɐ	bəstætɚ	0.0	0.42857142857142855
Bestattungen	bəʃtatʊŋən	bəʃtatʊŋən	bəʃtatʊŋən	bəʃtatʊŋən	dict	[]	0.0	0.0	0.0	bəʃtatʊŋən	bəstætʌndʒən	0.0	0.5
Bestechlichkeit	bəʃtɛclɪckaɪt	bəʃtɛclɪckaɪt	bəʃtɛclɪckaɪt	bəʃtɛclɪckəit	dict	[]	0.0	0.0	0.15384615384615385	bəʃtɛçlɪçkaɪ̯t	bəstɛxlɪtʃkaɪt	0.21428571428571427	0.2857142857142857
Bestechung	bəʃtɛcʊŋ	bəʃtɛcʊŋ	bəʃtɛcʊŋ	bəʃtɛcʊŋ	dict	[]	0.0	0.0	0.0	bəʃtɛçʊŋ	bəstɛʃʌŋ	0.125	0.375
Besteck	bəʃtɛk	bəʃtɛk	bəʃtɛk	bəʃtɛk	dict	[]	0.0	0.0	0.0	bəʃtɛk	bəstɛk	0.0	0.16666666666666666
Besteigung	bəʃtaɪɡʊŋ	bəʃtaɪɡʊŋ	bəʃtaɪɡʊŋ	bəʃtaɪgʊŋ	dict	[]	0.0	0.0	0.1111111111111111	bəʃtaɪ̯ɡʊŋ	bɛsteɪɡʌŋ	0.1	0.4444444444444444
Bestellerin	bəʃtɛlɐʁɪn	bəʃtɛləʁɪn	bəʃtɛlərɪn	bəʃtɛlleʁɪn	dict	[]	0.1	0.2	0.18181818181818182	bəʃtɛləʁɪn	bəʃtɛlɪrɪn	0.1	0.2
Bestellung	bəʃtɛlʊŋ	bəʃtɛlʊŋ	bəʃtɛlʊŋ	bəʃtɛllʊŋ	dict	[]	0.0	0.0	0.1111111111111111	bəʃtɛlʊŋ	bəʃtɛlʌŋ	0.0	0.125
Bestenliste	bɛstənlɪstə	bɛstnlɪstə	bɛstənlɪstə	bəʃtɛnlɪstə	compound	besten|liste	0.1	0.0	0.2727272727272727	bɛstn̩lɪstə	bɛstənlɪst	0.18181818181818182	0.1
Bestickung	bəʃtɪkʊŋ	bəʃtɪkʊŋ	bəʃtɪkʊŋ	bəʃtɪkʊŋ	dict	[]	0.0	0.0	0.0	bəʃtɪkʊŋ	bəstɪkʌŋ	0.0	0.25
Bestimmung	bəʃtɪmʊŋ	bəʃtɪmʊŋ	bəʃtɪmʊŋ	bəʃtɪmʊŋ	dict	[]	0.0	0.0	0.0	bəʃtɪmʊŋ	bəstɪmʌŋ	0.0	0.25
Bestoßung	bəʃtoːsʊŋ	bəʃtosʊŋ	bəʃtosʊŋ	bəʃtɔszʊŋ	dict	[]	0.0	0.0	0.2222222222222222	bəʃtosʊŋ	bəstosʊŋ	0.0	0.125
Bestrafen	bəʃtʁaːfən	bəʃtʁafn	bəʃtɾɑfən	bəʃtʁafən	dict	[]	0.125	0.2222222222222222	0.0	bəʃtʁafn̩	bɛstɹeɪfən	0.2222222222222222	0.5
Bestrahlung	bəʃtʁaːlʊŋ	bəʃtʁalʊŋ	bəʃtɾɑlʊŋ	bəʃtʁalʊŋ	dict	[]	0.0	0.2222222222222222	0.0	bəʃtʁalʊŋ	bəstɹɑlʌŋ	0.0	0.4444444444444444
Bestsellerliste	bɛstzɛlɐlɪstə	bɛstsɛlɐlɪstə	bəstzɛlɜlɪstə	bəʃtzɛllɛʁlɪstə	dict	[]	0.07692307692307693	0.15384615384615385	0.3333333333333333	bɛstsellɐlɪstə	bɛstsɛlɚlɪst	0.21428571428571427	0.25
Beständigkeit	bəʃtɛndɪckaɪt	bəʃtɛndɪkaɪt	bəʃtɛndɪckaɪt	bəʃtɛndɪkkəit	dict	[]	0.08333333333333333	0.0	0.23076923076923078	bəʃtɛndɪkkaɪ̯t	bəʃtɛndɪçkaɪt	0.14285714285714285	0.07692307692307693
Bestätigung	bəʃtɛːtiɡʊŋ	bəʃtɛtɪɡʊŋ	bəʃtɛtɪɡʊŋ	bəʃtɛtigʊŋ	dict	[]	0.1	0.1	0.1	bəʃtɛtɪɡʊŋ	bəʃtɛtɪɡʌŋ	0.1	0.2
Bestürzung	bəʃtʏʁtsʊŋ	bəʃtʏʁtsʊŋ	bəʃtyɾtsʊŋ	bəʃtʏʁtsʊŋ	dict	[]	0.0	0.2	0.0	bəʃtʏʁt͡sʊŋ	bəʃtyʌzʊŋ	0.09090909090909091	0.4444444444444444
Besuch	bəzuːχ	bəzux	bəzux	bəzʊx	dict	[]	0.2	0.2	0.4	bəzux	bɪzutʃ	0.2	0.5
Besucher	bəzuːxɐ	bəzuxɐ	bəzuxɜ	bəzʊxɐ	dict	[]	0.0	0.16666666666666666	0.16666666666666666	bəzuxɐ	bɪzutʃɚ	0.0	0.5714285714285714
Besucherzimmer	bəzuːxɐtsɪmɐ	bəzuxɐtsɪmɐ	bəzuxɜtsɪmɜ	bəzʊxɛʁtsɪmmɐ	dict	[]	0.0	0.18181818181818182	0.3076923076923077	bəzuxɐt͡sɪmɐ	bəzutʃɜzɪmɚ	0.08333333333333333	0.45454545454545453
Besäufnis	bəzɔɪfnɪs	bəzɔɪfnɪs	bəzɔøfnɪs	bəʃɔɔʏfnɪs	dict	[]	0.0	0.1111111111111111	0.3	bəzɔɪ̯fnɪs	bəzɔfnɪs	0.1	0.125
Bete	beːtə	betə	betə	bete	dict	[]	0.0	0.0	0.25	betə	bit	0.0	0.6666666666666666
Beteigeuze	betaɪɡɔʏtsə	betaɪɡɔɪtsə	bətaɪɡɔøtsə	bətaegɔɔʏtsə	dict	[]	0.09090909090909091	0.18181818181818182	0.3333333333333333	betaɪ̯ɡət͡sɔɪ̯zə	bəteɪdʒuz	0.5	0.8888888888888888
Beteiligte	bətaɪlɪctə	bətaɪlɪktə	bətaɪlɪctə	bətaelɪktə	dict	[]	0.1	0.0	0.2	bətaɪ̯lɪktə	bəteɪlɪɡt	0.18181818181818182	0.3333333333333333
Beteiligter	bətaɪlɪctɐ	bətaɪlɪktɐ	bətaɪlɪctɜ	bətaelɪktɐ	dict	[]	0.1	0.1	0.2	bətaɪ̯lɪktɐ	bəteɪlɪɡtɚ	0.18181818181818182	0.3
Betel	beːtəl	betl	bətel	bətel	dict	[]	0.25	0.4	0.4	betl̩	bɪtɛl	0.4	0.4
Bethlehem	beːtləhɛm	betləhɛm	bətleəm	bətleəm	dict	[]	0.0	0.5714285714285714	0.5714285714285714	betləhɛm	bɛθleɪəm	0.0	0.625
Beton	betoːn	beton	bəton	betɔŋ	dict	[]	0.0	0.2	0.4	beton	bɪtən	0.0	0.4
Betongold	betɔŋɡɔlt	betɔŋɡɔlt	bətɔŋɡɔlt	bətɔŋɔlt	dict	[]	0.0	0.1111111111111111	0.25	betonɡɔlt	bɪtɒŋɡəld	0.2222222222222222	0.4444444444444444
Betonklotz	betɔŋklɔts	betonklɔts	bətɔŋklɔts	bətɔŋklɔts	dict	[]	0.2	0.1	0.1	betonklɔt͡s	bɪtɔŋklɒts	0.2727272727272727	0.2
