grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per	olaph_llm	byt5	olaph_llm_per	byt5_per
Sunakite	suːnækaɪt	sunækaɪt	sʌnəkaɪt	sunəkɪt	compound	sunak|ite	0.0	0.25	0.2857142857142857	sʌnəkaɪt	sʌnəkaɪt	0.25	0.25
Swadesh	swɑːdɛʃ	swɑdɛʃ	swɒdɛʃ	sweɪdʃ	compound	swad|esh	0.0	0.16666666666666666	0.5	swɑdɛʃ	swɔdɛʃ	0.0	0.16666666666666666
Swithun	swɪðən	zwɪðən	swɪðʌn	swɪθən	compound	s|with|un	0.16666666666666666	0.16666666666666666	0.16666666666666666	swɪðən	swɪðən	0.0	0.0
Sycoraxian	sɪkɒɹæksiən	saɪkəræksiən	sɪkɔɹeɪksiən	saɪkɚæksiən	compound	sycorax|ian	0.25	0.25	0.2727272727272727	sɪkəɹæksiən	saɪkəɹækʃən	0.09090909090909091	0.36363636363636365
Sylvian	sɪlviən	sɪlviən	sɪlviən	sɪlviən	compound	sylvia|n	0.0	0.0	0.0	sɪlvɪən	sɪlviən	0.14285714285714285	0.0
Tadesse	tɑdɛsə	tædɛs	teɪdəs	teɪdɪs	compound	tad|esse	0.4	0.6666666666666666	0.6666666666666666	tædis	tædɛs	0.6	0.4
Tai'an	taɪɑn	taɪən	teɪən	teɪzən	compound	tai|an	0.2	0.4	0.5	taɪɑn	taɪən	0.0	0.2
Taihape	tʌɪhapi	taɪhæpi	teɪheɪp	teɪheɪp	compound	tai|hap|e	0.2857142857142857	0.5714285714285714	0.5714285714285714	taɪheɪp	taɪheɪp	0.5714285714285714	0.5714285714285714
Taihoku	taɪhɒku	taɪhɔkə	teɪhəʊku	teɪhəʊku	compound	tai|hok|u	0.2857142857142857	0.375	0.375	taɪhɔkʊ	taɪhəku	0.2857142857142857	0.14285714285714285
Taiqian	taɪtʃjæn	taɪdʒɪn	teɪkiən	tɑiʃən	compound	tai|qian	0.5714285714285714	0.7142857142857143	0.8333333333333334	taɪkɛn	teɪkiən	0.6666666666666666	0.7142857142857143
Taizhong	taɪʒɔŋ	taɪʒɒŋ	teɪʒɒŋ	teɪzɑŋ	compound	tai|zhong	0.16666666666666666	0.3333333333333333	0.5	taɪʒɒŋ	teɪzhɒŋ	0.16666666666666666	0.5714285714285714
Taizhou	taɪdʒoʊ	taɪʒu	teɪʒu	teɪhə	compound	tai|zhou	0.6	0.8	0.8	taɪd͡ʒəʊ	teɪzhu	0.125	0.8333333333333334
Takaka	tɪkɑːkɑː	tɑkəkɑ	takɑkə	tækəkə	compound	taka|ka	0.3333333333333333	0.3333333333333333	0.5	tɑkɑkə	təkɑkə	0.3333333333333333	0.3333333333333333
Takanawa	tɑkənɑwə	tɑkɑnɑwə	takənɑwə	teɪkənəwə	compound	ta|kanawa	0.125	0.125	0.3333333333333333	tɒkənɑwə	tækənɑwə	0.125	0.125
Tampines	tæmpəniːs	tampɪniz	tampaɪnz	tæmpaɪnz	compound	tampin|es	0.375	0.625	0.5	tæmpaɪnz	tæmpaɪnz	0.5	0.5
Tangyin	tæŋjɪn	tæŋiɪn	taŋiɪn	tændʒiɪn	compound	tangy|in	0.16666666666666666	0.3333333333333333	0.5	tæŋd͡ʒɪn	tæŋɡɪɪn	0.375	0.2857142857142857
Tanit	tɑːnɪt	tɑnit	tanɪt	tænɪt	compound	tani|t	0.2	0.2	0.2	tɑnɪt	tænɪt	0.0	0.2
Tarrafal	tɑːɹəfɑːl	tɑɹæfæl	taɹafəl	tɛɹəfəl	compound	tarr|af|al	0.2857142857142857	0.42857142857142855	0.2857142857142857	tæɹəfəl	tæɹəfæl	0.2857142857142857	0.2857142857142857
Tarragona	tæɹəɡəʊnə	tæɹəɡənə	taɹəɡənə	tɛɹəɡəʊnə	compound	tarragon|a	0.125	0.25	0.1111111111111111	tæɹəɡəʊnə	tæɹəɡəʊnə	0.0	0.0
Tasburgh	teɪzbəɹə	tæsbɜɡ	tasbɜɡ	tæsbɚɡ	compound	tas|burgh	1.0	1.0	1.0	tæsbɜɹɡ	tæsbɜɡ	0.7142857142857143	1.0
Taupo	taʊpəʊ	təpəʊ	tɔpəʊ	tɔpəʊ	compound	tau|po	0.0	0.2	0.2	təpəʊ	tɔpəʊ	0.0	0.2
Taymanitic	taɪmənɪtɪk	teɪmənɪtɪk	teɪmənɪtɪk	teɪmənɪtɪk	compound	tayman|itic	0.1	0.1	0.1	teɪmənɪtɪk	teɪmənɪtɪk	0.1	0.1
Tcler	tɪkəlɚ	tɪkəlɜ	tiklɜ	tklɚ	compound	tcl|er	0.16666666666666666	0.6	0.5	tklɚ	tklɜ	0.5	0.75
Tehama	təheɪmə	tihɑmə	tɛhɑmə	tɛəmə	compound	te|hama	0.5	0.5	0.8	tihɑmə	tɛhɑmə	0.5	0.5
Teign	tiːn	tiɡn	teɪn	taɪn	compound	teig|n	0.25	0.5	0.5	teɪn	teɪn	0.5	0.5
Temuka	tiːmuːkə	timukə	tɛmjukə	tɛmjukə	compound	te|muka	0.0	0.2857142857142857	0.2857142857142857	tɛmukə	tɛmjukə	0.16666666666666666	0.2857142857142857
Teonaht	teɪoʊnɑːθ	teɪəʊnɑt	tɪɒnɑt	təʊnɑt	compound	teo|nah|t	0.125	0.6666666666666666	0.5	tinɑt	tiəʊnɑt	1.0	0.42857142857142855
Termez	tɛəɹmɛz	tɝmɛz	tɜmɛz	tɚmɛz	compound	ter|mez	0.6	0.6	0.6	tɜɹmɪz	tɜmɛz	0.5	0.6
Terrenceville	tɛɹənsvɪl	tɛɹənsvɪl	tɛɹənsvɪl	tɛɹənsɛvɪl	compound	terrence|ville	0.0	0.0	0.1	tɛɹənsvɪl	tɛɹɛnsvɪl	0.0	0.1111111111111111
Tewahedo	tɛwəhɛdoʊ	teɪwəhidəʊ	tjuəhidəʊ	tuəhdəʊ	compound	tewa|hed|o	0.3	0.3333333333333333	0.42857142857142855	teɪwəheɪdəʊ	tjuəhidəʊ	0.36363636363636365	0.3333333333333333
Thaify	taifaɪ	taɪfaɪ	taɪfaɪ	θeɪfi	compound	thai|fy	0.16666666666666666	0.16666666666666666	1.0	taɪfaɪ	teɪfaɪ	0.16666666666666666	0.3333333333333333
Thalassian	θəlæsiən	θælæsiən	θalaʃən	θələsiən	compound	thal|ass|ian	0.125	0.5714285714285714	0.125	θəlæsiən	θælæʃən	0.0	0.42857142857142855
Thaxted	θækstɪd	θækstɛd	θakstɪd	θækstd	compound	th|axt|ed	0.14285714285714285	0.14285714285714285	0.16666666666666666	θækstɪd	θækstɪd	0.0	0.0
Thirkill	θɜːɹkɪl	θiɹkɪl	θɜkɪl	θɚkɪl	compound	thi|r|kill	0.16666666666666666	0.2	0.4	θɜɹkɪl	θɜkɪl	0.0	0.2
Thirlwall	θɜːɹlwɔːl	θɜlwɔl	θɜlwɔl	θɚlwɔl	compound	thirl|wall	0.16666666666666666	0.16666666666666666	0.3333333333333333	θɜɹwɔl	θɜlwɔl	0.16666666666666666	0.16666666666666666
Throwendish	θɹəʊəndɪʃ	θɹəʊɛndɪʃ	θɹəʊɪndɪʃ	θɹəʊɛndɪʃ	compound	throw|end|ish	0.1111111111111111	0.1111111111111111	0.1111111111111111	θɹəʊɛndɪʃ	θɹəʊɛndɪʃ	0.1111111111111111	0.1111111111111111
Thunderdome	θʌndɚdəʊm	θʌndədəʊm	θʌndədəʊm	θʌndɚdəʊm	compound	thunder|dome	0.1111111111111111	0.1111111111111111	0.0	θʌndəɹdəʊm	θʌndədəʊm	0.2	0.1111111111111111
Thuringian	θjʊɹɪndʒiən	θjʊəɹɪndʒɪən	θjʊəɹɪŋɡiən	θɚɪŋiən	compound	thuringia|n	0.16666666666666666	0.36363636363636365	0.8571428571428571	θʊɹɪnd͡ʒiən	θjʊɹɪndʒən	0.18181818181818182	0.1
Tiantongyuan	tjɛntʊŋjuɛn	tjɑntɒŋjuən	tjantəŋjuən	ʃəntəndʒjuən	compound	tian|tong|yuan	0.2727272727272727	0.2727272727272727	0.6666666666666666	tjɒntʊŋjuɑn	taɪəntɒŋɡjuən	0.18181818181818182	0.46153846153846156
Tiksi	tɪksi	tɪksi	tɪksi	tɪksi	compound	tik|si	0.0	0.0	0.0	tɪksi	tɪksi	0.0	0.0
Timbuktoo	tɪmbʌktuː	tɪmbəktu	tɪmbəktu	tɪmbəktu	compound	tim|b|u|k|too	0.125	0.125	0.125	tɪmbəktu	tɪmbʌktu	0.125	0.0
Timișoara	timiʃwɑɹɑ	timiʃwɑɹɑ	tɪmɪsɔɹə	tɪmiəʊɹə	compound	[]	0.0	0.75	0.625	tɪmiʃɔɹɑ	tɪmiʃœɑɹə	0.375	0.3333333333333333
Tinian	tɪniən	tɪniən	tɪniən	tɪniən	compound	tin|ian	0.0	0.0	0.0	tɪniən	tɪnɪən	0.0	0.16666666666666666
Tippecanoe	tɪpikənuː	tɪpikənu	tɪpɪkanəʊ	tɪpɪkənəʊ	compound	tipp|e|canoe	0.0	0.4444444444444444	0.3333333333333333	tɪpikənəʊ	tɪpɪkənəʊ	0.2222222222222222	0.3333333333333333
Titanomachy	taɪtənɒməki	taɪtənɒmeɪki	taɪtənɒməkɪ	tɪtənəməki	compound	titan|om|achy	0.16666666666666666	0.09090909090909091	0.2	tɪtənɒməkɪ	tɪtənɒməki	0.2	0.1
Titianesque	tɪʃənɛsk	tɪʃənɛsk	tɪʃiənɛsk	tɪʃənsk	compound	titian|esque	0.0	0.1111111111111111	0.14285714285714285	tiʃiənɛsk	tɪʃənɛsk	0.2222222222222222	0.0
Tkachuk	kətʃʌk	kætʃək	tikatʃʌk	tkætʃək	compound	tkach|u|k	0.3333333333333333	0.375	0.42857142857142855	t͡ʃʌk	tkætʃʌk	0.6	0.2857142857142857
Toadlena	toʊdlinə	təʊdlinə	təʊdəlnə	təʊdəlnə	compound	toad|lena	0.0	0.25	0.25	tɔdləna	təʊdlinə	0.5714285714285714	0.0
Tokoroa	təʊkəʊɹəʊə	tukɔɹəʊə	tɒkɔɹəʊə	təʊkɚəʊ	compound	to|koro|a	0.5	0.5	0.5714285714285714	tɒkəɹəʊə	təʊkəɹəʊə	0.375	0.1111111111111111
Tooele	tuːɛlə	tuɛli	tuɛl	tul	compound	too|el|e	0.2	0.25	0.6666666666666666	tuli	tuəl	0.5	0.5
Toomooroo	tuːmuːɹuː	tumuɹu	tumɔɹu	tumɚɹu	compound	toom|oo|roo	0.0	0.16666666666666666	0.16666666666666666	tʊmʊɹu	tumɔɹu	0.3333333333333333	0.16666666666666666
Totnes	tɒtnɛs	tɒtnɛs	tɒtnɪz	tɑtnz	compound	tot|nes	0.0	0.3333333333333333	0.6	tɒtnɪs	təʊtnz	0.16666666666666666	0.6666666666666666
Trabant	tɹæbænt	tɹɑbɑnt	tɹabənt	tɹəbənt	compound	tra|bant	0.2857142857142857	0.2857142857142857	0.2857142857142857	tɹəbənt	tɹæbənt	0.2857142857142857	0.14285714285714285
Trantifa	tɹæntiːfə	tɹæntɪfə	tɹantɪfə	tɹæntɪfə	compound	trant|if|a	0.125	0.25	0.125	tɹæntɪfə	tɹɑntɪfə	0.125	0.25
Trepassey	tɹəpæsi	tɹeɪpæsi	tɹɛpasi	tɹipəsi	compound	tre|passey	0.25	0.2857142857142857	0.2857142857142857	tɹɛpəsi	tɹɪpɑsi	0.2857142857142857	0.2857142857142857
Trewin	tɹuːɪn	tɹuɪn	tɹuɪn	tɹuɪn	compound	trew|in	0.0	0.0	0.0	tɹuɪn	tɹuɪn	0.0	0.0
Triadology	tɹaɪədɒlədʒi	tɹaɪædɒlədʒi	tɹaɪədɒlədʒi	tɹaɪədɑlədʒi	compound	triad|ology	0.08333333333333333	0.0	0.08333333333333333	tɹaɪədɒləd͡ʒi	tɹaɪədɒlədʒi	0.07692307692307693	0.0
Tricity	tɹaɪsɪti	tɹaɪsɪti	tɹaɪsɪti	tɹɪsɪti	compound	tri|city	0.0	0.0	0.14285714285714285	tɹaɪsɪti	tɹɪsɪti	0.0	0.14285714285714285
Trilene	tɹʌɪliːn	tɹaɪlin	tɹaɪlin	tɹaɪln	compound	tri|lene	0.14285714285714285	0.14285714285714285	0.3333333333333333	tɹaɪlin	tɹaɪlin	0.14285714285714285	0.14285714285714285
Trinitytide	tɹɪnɪtitaɪd	tɹɪnɪtitaɪd	tɹɪnɪtɪtaɪd	tɹɪnɪtɪtaɪd	compound	trinity|tide	0.0	0.09090909090909091	0.09090909090909091	tɹɪnɪtitɪd	tɹɪnɪtaɪtaɪd	0.1	0.16666666666666666
Trivandrumite	tɹɪvændɹəmaɪt	tɹəvændɹəmaɪt	tɹaɪvəndɹumaɪt	tɹaɪvəndɹəmɪt	compound	trivandrum|ite	0.07692307692307693	0.21428571428571427	0.23076923076923078	tɹaɪvændɹəmaɪt	tɹaɪvəndɹumaɪt	0.07142857142857142	0.21428571428571427
Truk	tɹuːk	tɹuk	tɹʌk	tɹʌk	compound	t|ru|k	0.0	0.25	0.25	tɹʊk	tɹʌk	0.25	0.25
TrumpCare	tɹʌmpkɛɚ	tɹʌmpkeə	tɹʌmpkeə	tɹʌmpkɑɹ	compound	trump|care	0.25	0.25	0.25	tɹʌmpkɛɚ	tɹʌmpkeə	0.0	0.25
Trumpism	tɹʌmpɪsm	tɹʌmpɪzəm	tɹʌmpɪzəm	tɹʌmpɪzəm	compound	trump|ism	0.2222222222222222	0.2222222222222222	0.2222222222222222	tɹʌmpɪzəm	tɹʌmpɪzəm	0.2222222222222222	0.2222222222222222
Trumpland	tɹʌmplænd	tɹʌmplænd	tɹʌmplənd	tɹʌmplænd	compound	trump|land	0.0	0.1111111111111111	0.0	tɹʌmplənd	tɹʌmplənd	0.1111111111111111	0.1111111111111111
Trumpology	tɹʌmpɒlədʒi	tɹʌmpɒlədʒi	tɹʌmpɒlədʒi	tɹʌmpɑlədʒi	compound	trump|ology	0.0	0.0	0.09090909090909091	tɹʌmpɒləd͡ʒi	tɹʌmpɒlədʒi	0.08333333333333333	0.0
Trumpublican	tɹʌmpʌblɪkən	tɹʌmpʌblɪkən	tɹʌmpəblɪkən	tɹʌmpəblɪkən	compound	t|rum|publican	0.0	0.08333333333333333	0.08333333333333333	tɹʌmpʌblɪkən	tɹʌmpʌblɪkən	0.0	0.0
Trumpublicans	tɹʌmpʌblɪkənz	tɹʌmpʌblɪkənz	tɹʌmpəblɪkənz	tɹʌmpəblɪkənz	compound	t|rum|publicans	0.0	0.07692307692307693	0.07692307692307693	tɹəmpəblɪkənz	tɹʌmpʌblɪkənz	0.15384615384615385	0.0
Tsetserleg	tsɛtsəɹlɛɡ	tsɛtsiɹlɛɡ	tsɛtsəlɛɡ	tsɛtsɚləɡ	compound	tsetse|r|leg	0.1	0.1111111111111111	0.3333333333333333	tsɛtsɜlɛɡ	tsɛtsəlɛɡ	0.2222222222222222	0.1111111111111111
Tumxuk	tʌmʃʊk	tʌmzuk	tʌmksʌk	tʌmksək	compound	tum|xu|k	0.3333333333333333	0.42857142857142855	0.42857142857142855	tʌmʃʊk	tʌmʃʌk	0.0	0.16666666666666666
Turkiye	tʊəɹkɪə	tɜɹkijɛ	tɜkɪaɪ	tɚkaɪi	compound	turki|ye	0.7142857142857143	0.8333333333333334	0.8333333333333334	tɜɹkijeɪ	tɜki	0.75	1.25
Tutuila	tuːtuiːlə	tutuilə	tjutjuɪlə	tutʃuələ	compound	tutu|ila	0.0	0.3333333333333333	0.25	tutuilə	tjutuɪlə	0.0	0.25
Tuvan	tuːvən	tuvən	tjuvan	tuvən	compound	tuva|n	0.0	0.3333333333333333	0.0	tʃuvən	tjuvən	0.16666666666666666	0.16666666666666666
Tweedmouth	twiːdməθ	twidməθ	twidməθ	twidməθ	compound	tweed|mouth	0.0	0.0	0.0	twidməθ	twidməθ	0.0	0.0
Tánaiste	tɔːnɪʃtə	tɣɑnɣəʃtjə	taneɪst	tneɪst	compound	[]	0.5	0.5714285714285714	0.6666666666666666	tænəɪst	tæneɪst	0.5714285714285714	0.5714285714285714
Ubert	jubɝt	jubɝt	jubət	ʌbɚt	compound	uber|t	0.0	0.2	0.75	jubɜɹt	jubət	0.3333333333333333	0.2
Uchina	uːtʃinɑː	ətʃaɪnə	ʌtʃaɪnə	ʌkɪnə	compound	u|china	0.5714285714285714	0.5714285714285714	1.0	ut͡ʃɪnə	jukinə	0.42857142857142855	0.6666666666666666
Uelen	weɪlɛn	əɛlɛn	julən	ulən	compound	u|el|en	0.6	0.8	1.0	julən	ʊɛlən	0.8	0.8
Umbrielian	ʌmbɹiɛliən	ʌmbɹiəliən	ʌmbɹiliən	ʌmbɹiliən	compound	umbriel|ian	0.1	0.1111111111111111	0.1111111111111111	ʌmbɹɪliən	ʌmbɹɪɛliən	0.2222222222222222	0.1
Uniat	juːniːæt	juniæt	junɪat	juniət	compound	uni|at	0.0	0.3333333333333333	0.16666666666666666	juniæt	junɪæt	0.0	0.16666666666666666
Uphall	ʌphɔːl	ʌphɔl	ʌphɔl	ʌfəl	compound	up|hall	0.0	0.0	0.75	ʌphɔl	ʌphɔl	0.0	0.0
Usanian	juːseɪniən	juseɪniən	juzeɪniən	ʌsæniən	compound	usania|n	0.0	0.1111111111111111	0.5714285714285714	juzənɪən	juseɪniən	0.5	0.0
Uskmouth	ʌskməθ	ʌskməθ	ʌskməθ	ʌskməθ	compound	us|k|mouth	0.0	0.0	0.0	ʌskməθ	əskməθ	0.0	0.16666666666666666
Usonians	juːsoʊniənz	jusəʊniənz	juzəʊniənz	əsəʊniənz	compound	usonian|s	0.0	0.1	0.2222222222222222	juzənɪənz	juzəʊniənz	0.3333333333333333	0.1
Uyghuristan	wiɡəɹɪstɑːn	wigʊɹɪstən	aɪɡhjʊəɹɪstɑn	waɪɚɪstən	compound	uyghur|ist|an	0.3	0.38461538461538464	0.5555555555555556	juɡuɹɪstæn	aɪɡhjʊɹɪstən	0.4	0.5
Valencian	vəlɛnsiən	vəlɛnsiən	vəlɛnʃiən	veɪlənʃən	compound	valencia|n	0.0	0.1111111111111111	0.5555555555555556	vəlɛnsiən	vælɛnʃən	0.0	0.375
Vandalic	vændælɪk	vændəlɪk	vandalɪk	vændəlɪk	compound	vandal|ic	0.125	0.25	0.125	vændælɪk	vændælɪk	0.0	0.0
Varsovian	vɑːɹsəʊviən	vɑɹzəʊviən	vɑsəʊviən	vɑɹsəʊviən	compound	vars|o|vian	0.1	0.1111111111111111	0.0	vɑɹsəʊviən	vɑsəʊviən	0.0	0.1111111111111111
Veganuary	viːɡənjuɛɹi	viɡənəɛɹi	vɛɡənjuəɹi	vɛɡənjɑɹi	compound	vegan|u|ary	0.2222222222222222	0.2	0.3333333333333333	viɡənjuɛɹi	vɛɡænjʊəɹi	0.0	0.4
Velestinon	vɛlɛstɪnɒn	vilɛstɪnɒn	vɛlɪstɪnən	vɛlɛstɪnən	compound	ve|lest|in|on	0.1	0.2	0.1	vɛlɪstɪnən	vɛlɛstɪnən	0.2	0.1
Verascope	vɪəɹəskəʊp	vɛɹəzkəʊp	vɛɹəskəʊp	vɚəskəʊp	compound	veras|cope	0.3333333333333333	0.2222222222222222	0.375	vəɹəskəʊp	vɛɹəskəʊp	0.1111111111111111	0.2222222222222222
Vestan	vɛstən	vɛstən	vɛstən	vɛstən	compound	vesta|n	0.0	0.0	0.0	vɛstæn	vɛstən	0.16666666666666666	0.0
Vestian	vɛstiən	vɛstiən	vɛstʃən	vɛstiən	compound	vest|ian	0.0	0.14285714285714285	0.0	vɛstɪən	vɛstʃən	0.14285714285714285	0.14285714285714285
Vetreno	vɛtɹɪnə	vɛtɹinəʊ	vɛtɹɛnəʊ	vɛtɹinəʊ	compound	vet|reno	0.25	0.25	0.25	vɛtɹɛnəʊ	vɛtɹinəʊ	0.25	0.25
Veurne	vɜːɹnə	viɜni	vjuən	vɚn	compound	ve|urn|e	0.6	0.8	1.0	vɜɹn	vɜn	0.25	0.6666666666666666
Vidian	vɪdiən	vɪdiən	vɪdiən	vɪdiən	compound	vid|ian	0.0	0.0	0.0	vɪdiən	vɪdiən	0.0	0.0
Viossa	vɪjoʊsə	vaɪɑsə	vaɪɒsə	vaɪəsə	compound	vi|ossa	0.6666666666666666	0.6666666666666666	0.5	vaɪɒsə	vaɪɒsə	0.6666666666666666	0.6666666666666666
Volodymyr	vəlɒdɪmiɚ	vɒlɒdɪmjɹ	vɒlədɪmə	vəʊlədɪmɚ	compound	vol|od|ym|y|r	0.3333333333333333	0.5	0.3333333333333333	vɑlɒdɪmi	vɒlədɪmə	0.25	0.5
WANs	wæns	wænz	wanz	wɑnz	compound	wan|s	0.25	0.5	0.5	wɑnz	wɒnz	0.5	0.5
Waaihoek	vaɪhʊk	wɑeɪaɪhəʊk	wɑɹɪhəʊk	wɔihəʊk	compound	wa|ai|hoek	0.5	0.5	0.5714285714285714	wɑhʊk	wɑɪhəʊk	0.6	0.42857142857142855
Wabana	wəbænə	wɑbænə	wɒbɑnə	wəbənə	compound	wab|ana	0.16666666666666666	0.3333333333333333	0.16666666666666666	wəbænə	wəbænə	0.0	0.0
Waiau	waɪaʊ	waɪəʊ	weɪə	weɪə	compound	wai|au	0.2	0.25	0.25	waɪə	weɪəʊ	0.0	0.4
Waihi	waɪhiː	waɪhaɪ	weɪhaɪ	weɪi	compound	wai|hi	0.3333333333333333	0.5	0.5	waɪhi	weɪhi	0.0	0.2
Waikiwi	wʌɪkiːwi	waɪkiwi	weɪkɪwi	weɪkiwi	compound	wai|kiwi	0.14285714285714285	0.2857142857142857	0.14285714285714285	waɪkiwi	weɪkɪwi	0.14285714285714285	0.2857142857142857
Waimate	wʌɪmati	waɪmeɪt	weɪmeɪt	weɪmeɪt	compound	wai|mate	0.5714285714285714	0.5714285714285714	0.5714285714285714	weɪmeɪt	weɪmeɪt	0.5714285714285714	0.5714285714285714
Wairoa	wʌɪɹəʊə	waɪɹəʊə	weəɹəʊə	weɪɹəʊ	compound	wai|roa	0.14285714285714285	0.2857142857142857	0.3333333333333333	waɪɹəʊə	weəɹəʊə	0.14285714285714285	0.2857142857142857
Wang'an	wɑŋæn	wæŋən	waŋɡən	wɔŋzən	compound	wang|an	0.4	0.5	0.5	wɑŋɡɑn	wæŋən	0.3333333333333333	0.4
Wangan	wɒŋən	wæŋən	waŋɡən	wɔŋɡən	compound	wang|an	0.2	0.3333333333333333	0.3333333333333333	wæŋɡən	wæŋɡən	0.3333333333333333	0.3333333333333333
Waterlooville	wɔːtəɹluːvɪl	wɔtəluvɪl	wɔtəluvɪl	weɪtɚluvəl	compound	waterloo|ville	0.1111111111111111	0.1111111111111111	0.5	wɔtəlɔvɪl	wɔtəluvɪl	0.2222222222222222	0.1111111111111111
Wałęsa	vəwɛnsə	vawɛwsa	weɪlsə	wɔsə	compound	[]	0.42857142857142855	0.8333333333333334	1.0	vəwɛləsə	wɔwɛ̃sə	0.25	0.42857142857142855
WeChat	wiːtʃæt	witʃæt	witʃat	wɛtʃət	compound	we|chat	0.0	0.16666666666666666	0.3333333333333333	wɪt͡ʃæt	wɛtʃæt	0.2857142857142857	0.16666666666666666
Wearhead	wɪəɹhɛd	wɛɹhɛd	weəhɛd	wɛɹhəd	compound	wear|head	0.3333333333333333	0.3333333333333333	0.5	wɛɹhɛd	wiəhɛd	0.3333333333333333	0.3333333333333333
Wearmouth	wɪəɹməθ	wɛɹməθ	weəməθ	wɛɹməθ	compound	wear|mouth	0.3333333333333333	0.3333333333333333	0.3333333333333333	wɛɹməθ	wɛəməθ	0.3333333333333333	0.3333333333333333
Weitchpec	wɛtʃpɛk	weɪtʃpɛk	waɪtʃpɛk	waɪtʃpɛk	compound	wei|tch|pec	0.25	0.25	0.25	waɪt͡ʃpɛk	waɪtʃpɛk	0.3333333333333333	0.25
Welshpool	wɛlʃpuːl	wɛlʃpul	wɛlʃpul	wɛlʃpul	compound	welsh|pool	0.0	0.0	0.0	wɛlʃpul	wɛlʃpul	0.0	0.0
Welwood	wɛlwʊd	wɛlwʊd	wɛlwʊd	wɛlwʊd	compound	w|elwood	0.0	0.0	0.0	wɛlwʊd	wɛlwʊd	0.0	0.0
Westphalians	wɛstfeɪljənz	wɛstfeɪlɪənz	wɛstfeɪliənz	wɛstfəliənz	compound	westphalian|s	0.08333333333333333	0.08333333333333333	0.2727272727272727	wɛstfəliənz	wɛstfeɪliənz	0.2727272727272727	0.08333333333333333
Westrip	wɛstɹɪp	wɛstɹɪp	wɛstɹɪp	wɛstɹɪp	compound	west|rip	0.0	0.0	0.0	wɛstɹɪp	wɛstɹɪp	0.0	0.0
Westville	wɛstvɪl	wɛstvɪl	wɛstvɪl	wɛstvɪl	compound	west|ville	0.0	0.0	0.0	wɛstvɪl	wɛstvɪl	0.0	0.0
Weybridge	weɪbɹɪdʒ	weɪbɹɪdʒ	weɪbɹɪdʒ	waɪbɹɪdʒ	compound	wey|bridge	0.0	0.0	0.125	weɪbɹɪd͡ʒ	weɪbɹɪdʒ	0.1111111111111111	0.0
Whalsay	wɔːlzi	wɑlseɪ	walseɪ	wælseɪ	compound	wha|l|say	0.6666666666666666	0.6666666666666666	0.6666666666666666	wɔlseɪ	wɒlseɪ	0.5	0.6666666666666666
Whatling	wɒtlɪŋ	wɒtlɪŋ	wɒtəlɪŋ	wætlɪŋ	compound	what|ling	0.0	0.14285714285714285	0.16666666666666666	wɒθlɪŋ	wɒtlɪŋ	0.16666666666666666	0.0
Whewell	hjuːəl	fjuɛl	wjuɛl	wuəl	compound	whew|ell	0.4	0.4	0.5	weɪwɛl	wjuəl	0.8333333333333334	0.2
Whewellian	hjuːwɛliən	fjuɛliən	wjuɛliən	wuɛliən	compound	whew|ell|ian	0.25	0.25	0.42857142857142855	fjuɛliən	wɪwɛliən	0.25	0.375
Whitbourne	wɪtbɚn	wɪtbɔn	wɪtbɔn	wɪtbɔɹn	compound	whit|bourne	0.16666666666666666	0.16666666666666666	0.2857142857142857	wɪtbɔɹn	wɪtbɔn	0.2857142857142857	0.16666666666666666
Whitechurch	waɪttʃɜːɹtʃ	waɪttʃɜtʃ	waɪtɛkɜtʃ	waɪttʃɚtʃ	compound	white|church	0.1111111111111111	0.3333333333333333	0.2222222222222222	waɪt͡ʃɜɹt͡ʃ	waɪtʃɜtʃ	0.18181818181818182	0.25
Whiteway	waɪtweɪ	waɪtweɪ	waɪtweɪ	waɪtweɪ	compound	white|way	0.0	0.0	0.0	waɪtweɪ	waɪtweɪ	0.0	0.0
Whitwick	wɪtwɪk	wɪtwɪk	wɪtwɪk	wɪtwɪk	compound	whit|wick	0.0	0.0	0.0	wɪtwɪk	wɪtwɪk	0.0	0.0
Wickfield	wɪkfiːld	wɪkfild	wɪkfild	wɪkfild	compound	wick|field	0.0	0.0	0.0	wɪkfild	wɪkfild	0.0	0.0
Willimantic	wɪləmæntɪk	wɪlimɑntɪk	wɪlɪmantɪk	wɪlɪməntɪk	compound	willi|mantic	0.2	0.2	0.2	wɪləmæntɪk	wɪlɪmæntɪk	0.0	0.1
Winklevoss	wɪŋkəlvɒs	wɪŋkəlvɔs	wɪŋklɪvɒs	wɪŋkəlvəs	compound	winkle|voss	0.1111111111111111	0.2222222222222222	0.1111111111111111	wɪŋkəlvɔs	wɪŋklɪvɒs	0.1111111111111111	0.2222222222222222
Winterland	wɪntɚlænd	wɪntəlænd	wɪntələnd	wɪntɚlənd	compound	winter|land	0.1111111111111111	0.2222222222222222	0.1111111111111111	wɪntɚlənd	wɪntələnd	0.1111111111111111	0.2222222222222222
Winwick	wɪnɪk	wɪnwɪk	wɪnwɪk	wɪnwɪk	compound	win|wick	0.16666666666666666	0.16666666666666666	0.16666666666666666	wɪnwɪk	wɪnwɪk	0.16666666666666666	0.16666666666666666
